locus_tag	ftype	length_bp	gene	EC_number	COG	product
VP181_00986	CDS	1140	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
VP181_00987	CDS	348				hypothetical protein
VP181_00988	CDS	1098	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
VP181_00989	CDS	717	cah_1	4.2.1.1	COG3338	Carbonic anhydrase
VP181_00990	CDS	969				hypothetical protein
VP181_00991	CDS	2436	elfC		COG3188	putative outer membrane usher protein ElfC
VP181_00992	CDS	759				hypothetical protein
VP181_00993	CDS	498				hypothetical protein
VP181_00994	CDS	534				hypothetical protein
VP181_00995	CDS	1032	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
VP181_00996	CDS	1194	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
VP181_00997	CDS	2325			COG2199	putative signaling protein
VP181_00998	CDS	933	glnH		COG0834	Glutamine-binding periplasmic protein
VP181_00999	CDS	1407	cefD	5.1.1.17	COG0520	Isopenicillin N epimerase
VP181_01000	CDS	516	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
VP181_01001	CDS	1374	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
VP181_01002	CDS	732	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
VP181_01003	CDS	696				hypothetical protein
VP181_01004	CDS	684				hypothetical protein
VP181_01005	CDS	138				hypothetical protein
VP181_01006	CDS	474				hypothetical protein
VP181_01007	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
VP181_01008	CDS	384				hypothetical protein
VP181_01009	CDS	1440				hypothetical protein
VP181_01010	CDS	390				hypothetical protein
VP181_01011	CDS	753	ycdX_1	3.1.3.-	COG1387	putative phosphatase YcdX
VP181_01012	CDS	453				hypothetical protein
VP181_01013	CDS	927				hypothetical protein
VP181_01014	CDS	891	gcvA_1			Glycine cleavage system transcriptional activator
VP181_01015	CDS	1038	sprT	3.4.21.4	COG5640	Trypsin
VP181_01016	CDS	441				hypothetical protein
VP181_01017	CDS	1350	fliI_1	3.6.3.14	COG1157	Flagellum-specific ATP synthase
VP181_01018	CDS	756	fliH_1		COG1317	Flagellar assembly protein FliH
VP181_01019	CDS	1020	fliG_1		COG1536	Flagellar motor switch protein FliG
VP181_01020	CDS	1716	fliF_1		COG1766	Flagellar M-ring protein
VP181_01021	CDS	357				hypothetical protein
VP181_01022	CDS	1335	atoC_1		COG2204	Regulatory protein AtoC
VP181_01023	CDS	1023	oprF_1			Outer membrane porin F
VP181_01024	CDS	819				hypothetical protein
VP181_01025	CDS	372	fliN_1		COG1886	Flagellar motor switch protein FliN
VP181_01026	CDS	759	fliP_1		COG1338	Flagellar biosynthetic protein FliP
VP181_01027	CDS	270				hypothetical protein
VP181_01028	CDS	777				hypothetical protein
VP181_01029	CDS	1128	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
VP181_01030	CDS	2091	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
VP181_01031	CDS	798				hypothetical protein
VP181_01032	CDS	855	hag		COG1344	Flagellin
VP181_01033	CDS	1338	fliD_1		COG1345	B-type flagellar hook-associated protein 2
VP181_01034	CDS	387	fliS_1		COG1516	Flagellar secretion chaperone FliS
VP181_01035	CDS	321				hypothetical protein
VP181_01036	CDS	1083				hypothetical protein
VP181_01037	CDS	501	lafL			Flagellar protein LafL
VP181_01038	CDS	729	lafS		COG1191	RNA polymerase sigma factor for flagellar operon
VP181_01039	CDS	858	lafT		COG1291	Chemotaxis protein LafT
VP181_01040	CDS	993	lafU		COG1360	Chemotaxis protein LafU
VP181_01041	CDS	288				hypothetical protein
VP181_01042	CDS	378				hypothetical protein
VP181_01043	CDS	216				hypothetical protein
VP181_01044	CDS	474				hypothetical protein
VP181_01045	CDS	546	comR			HTH-type transcriptional repressor ComR
VP181_01046	CDS	465	cueR_1		COG0789	HTH-type transcriptional regulator CueR
VP181_01047	CDS	945				hypothetical protein
VP181_01048	CDS	1083		1.3.1.-	COG3268	Trans-acting enoyl reductase
VP181_01049	CDS	2424	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
VP181_01050	CDS	930	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
VP181_01051	CDS	675	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
VP181_01052	CDS	513				hypothetical protein
VP181_01053	CDS	456	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
VP181_01054	CDS	1083				hypothetical protein
VP181_01055	CDS	471				hypothetical protein
VP181_01056	CDS	1191	mdtL_1			Multidrug resistance protein MdtL
VP181_01057	CDS	969	yidZ_1			HTH-type transcriptional regulator YidZ
VP181_01058	CDS	870	yijE			putative cystine transporter YijE
VP181_01059	CDS	2175				hypothetical protein
VP181_01060	CDS	1644	srpC_1			Solvent efflux pump outer membrane protein SrpC
VP181_01061	CDS	204				hypothetical protein
VP181_01062	CDS	891	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
VP181_01063	CDS	687				Inward rectifier potassium channel Kirbac3.1
VP181_01064	CDS	1146	ydiK_1		COG0628	Putative transport protein YdiK
VP181_01065	CDS	672				hypothetical protein
VP181_01066	CDS	489				hypothetical protein
VP181_01067	CDS	765	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
VP181_01068	CDS	453	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
VP181_01069	CDS	219			COG4628	DNA-binding protein
VP181_01070	CDS	924	dmlR_3			HTH-type transcriptional regulator DmlR
VP181_01071	CDS	291		1.-.-.-	COG1359	Putative monooxygenase
VP181_01072	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
VP181_01073	CDS	1464				putative HTH-type transcriptional regulator
VP181_01074	CDS	2658			COG0366	Beta/alpha-amylase
VP181_01075	CDS	1158	dacA_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
VP181_01076	CDS	1296	pip	3.4.11.5		Proline iminopeptidase
VP181_01077	CDS	489				hypothetical protein
VP181_01078	CDS	981				hypothetical protein
VP181_01079	CDS	1464	gbpA		COG3397	GlcNAc-binding protein A
VP181_01080	CDS	873				hypothetical protein
VP181_01081	CDS	642				hypothetical protein
VP181_01082	CDS	723	frp	1.5.1.38		NADPH-flavin oxidoreductase
VP181_01083	CDS	1122	kpsD_2		COG1596	Polysialic acid transport protein KpsD
VP181_01084	CDS	441	amsI	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase AmsI
VP181_01085	CDS	2160	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
VP181_01086	CDS	375				hypothetical protein
VP181_01087	CDS	309	ydhR	1.-.-.-		Putative monooxygenase YdhR
VP181_01088	CDS	891	yhaJ_1			HTH-type transcriptional regulator YhaJ
VP181_01089	CDS	1272				hypothetical protein
VP181_01090	CDS	1305	gltP_1		COG1301	Proton/glutamate-aspartate symporter
VP181_01091	CDS	375				hypothetical protein
VP181_01092	CDS	1125	cpg2	3.4.17.11		Carboxypeptidase G2
VP181_01093	CDS	468	yjiG		COG0700	Inner membrane protein YjiG
VP181_01094	CDS	738				hypothetical protein
VP181_01095	CDS	717	bdbD_1		COG1651	Disulfide bond formation protein D
VP181_01096	CDS	2061	malS_1	3.2.1.1	COG0366	Periplasmic alpha-amylase
VP181_01097	CDS	678	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
VP181_01098	CDS	2268	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
VP181_01099	CDS	2181	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
VP181_01100	CDS	2454	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
VP181_01101	CDS	2709	malT		COG2909	HTH-type transcriptional regulator MalT
VP181_01102	CDS	882				hypothetical protein
VP181_01103	CDS	426				hypothetical protein
VP181_01104	CDS	615				hypothetical protein
VP181_01105	CDS	462				hypothetical protein
VP181_01106	CDS	297	nagE_1		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
VP181_01107	CDS	1077	rsgA_1	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
VP181_01108	CDS	1218	sstT		COG3633	Serine/threonine transporter SstT
VP181_01109	CDS	495				hypothetical protein
VP181_01110	CDS	870	pdxY_2	2.7.1.35	COG2240	Pyridoxal kinase PdxY
VP181_01111	CDS	189				hypothetical protein
VP181_01112	CDS	1311	potE		COG0531	Putrescine transporter PotE
VP181_01113	CDS	2181	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
VP181_01114	CDS	480				hypothetical protein
VP181_01115	CDS	1197	esiB			Secretory immunoglobulin A-binding protein EsiB
VP181_01116	CDS	3990	pulA	3.2.1.41		Pullulanase
VP181_01117	CDS	1617	bsn	3.1.-.-	COG2356	Extracellular ribonuclease
VP181_01118	CDS	1611	nplT	3.2.1.135		Neopullulanase
VP181_01119	CDS	507				hypothetical protein
VP181_01120	CDS	810				hypothetical protein
VP181_01121	CDS	1299	lamB		COG4580	Maltoporin
VP181_01122	CDS	1992	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
VP181_01123	CDS	645	tnpR_1			Transposon Tn3 resolvase
VP181_01124	CDS	1209	bcr_2			Bicyclomycin resistance protein
VP181_01125	CDS	1728				hypothetical protein
VP181_01126	CDS	453				hypothetical protein
VP181_01127	CDS	2748	yhjJ		COG0612	Protein YhjJ
VP181_01128	CDS	1887	pctB_2		COG0840	Methyl-accepting chemotaxis protein PctB
VP181_01129	CDS	765	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
VP181_01130	CDS	969	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
VP181_01131	CDS	1038	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
VP181_01132	CDS	924	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
VP181_01133	CDS	2139	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
VP181_01134	CDS	2037	fiu		COG4774	Catecholate siderophore receptor Fiu
VP181_01135	CDS	1212				hypothetical protein
VP181_01136	CDS	1833				hypothetical protein
VP181_01137	CDS	1206				hypothetical protein
VP181_01138	CDS	1830	iucA	6.3.2.38	COG4264	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
VP181_01139	CDS	1203	btrK	4.1.1.95		L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
VP181_01140	CDS	1245				putative sugar-binding periplasmic protein
VP181_01141	CDS	1431	envZ_2	2.7.13.3		Osmolarity sensor protein EnvZ
VP181_01142	CDS	708	ompR_2			Transcriptional regulatory protein OmpR
VP181_01143	CDS	1443	ptsG_1		COG1263	PTS system glucose-specific EIICB component
VP181_01144	CDS	99				hypothetical protein
VP181_01145	CDS	342				hypothetical protein
VP181_01146	CDS	1992	ydcP_1	3.4.-.-	COG0826	putative protease YdcP
VP181_01147	CDS	990	rbsC_1		COG1172	Ribose import permease protein RbsC
VP181_01148	CDS	1449	araG	3.6.3.17	COG1129	Arabinose import ATP-binding protein AraG
VP181_01149	CDS	1002	araF		COG1879	L-arabinose-binding periplasmic protein
VP181_01150	CDS	1704	araB	2.7.1.16	COG1069	Ribulokinase
VP181_01151	CDS	741	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
VP181_01152	CDS	1494	araA	5.3.1.4	COG2160	L-arabinose isomerase
VP181_01153	CDS	519				hypothetical protein
VP181_01154	CDS	840	araC			Arabinose operon regulatory protein
VP181_01155	CDS	246				hypothetical protein
VP181_01156	CDS	1098				hypothetical protein
VP181_01157	CDS	423	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
VP181_01158	CDS	459	ohrR			Organic hydroperoxide resistance transcriptional regulator
VP181_01159	CDS	558	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
VP181_01160	CDS	1569	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
VP181_01161	CDS	420				hypothetical protein
VP181_01162	CDS	540				hypothetical protein
VP181_01163	CDS	957	dmlR_4			HTH-type transcriptional regulator DmlR
VP181_01164	CDS	687	inhA	4.2.1.103		Isonitrile hydratase
VP181_01165	CDS	486	sigE_1			ECF RNA polymerase sigma factor SigE
VP181_01166	CDS	696				hypothetical protein
VP181_01167	CDS	1062	pctC_1		COG0840	Methyl-accepting chemotaxis protein PctC
VP181_01168	CDS	933	dsdC_1		COG0583	HTH-type transcriptional regulator DsdC
VP181_01169	CDS	1314	licH_1	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
VP181_01170	CDS	993		1.3.1.103		2-haloacrylate reductase
VP181_01171	CDS	834	nimR_1			HTH-type transcriptional regulator NimR
VP181_01172	CDS	693	yiiM		COG2258	Protein YiiM
VP181_01173	CDS	1239	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
VP181_01174	CDS	1188	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
VP181_01175	CDS	792	lutR		COG2186	HTH-type transcriptional regulator LutR
VP181_01176	CDS	984			COG1638	Solute-binding protein
VP181_01177	CDS	516	siaQ		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
VP181_01178	CDS	1302	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
VP181_01179	CDS	1467	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
VP181_01180	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
VP181_01181	CDS	978	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
VP181_01182	CDS	630	eda_2		COG0800	Putative KHG/KDPG aldolase
VP181_01183	CDS	552	ygjV_1			Inner membrane protein YgjV
VP181_01184	CDS	723				hypothetical protein
VP181_01185	CDS	135				hypothetical protein
VP181_01186	CDS	450				hypothetical protein
VP181_01187	CDS	924	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
VP181_01188	CDS	1002				hypothetical protein
VP181_01189	CDS	1851		3.6.3.-		Putative multidrug export ATP-binding/permease protein
VP181_01190	CDS	708				hypothetical protein
VP181_01191	CDS	477	lrp_2		COG1522	Leucine-responsive regulatory protein
VP181_01192	CDS	168				hypothetical protein
VP181_01193	CDS	249				hypothetical protein
VP181_01194	CDS	534				hypothetical protein
VP181_01195	CDS	435				hypothetical protein
VP181_01196	CDS	240				hypothetical protein
VP181_01197	CDS	531	ydaF_2	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
VP181_01198	CDS	1494	putP		COG0591	High-affinity proline transporter PutP
VP181_01199	CDS	708				hypothetical protein
VP181_01200	CDS	3132	putA		COG0506	Bifunctional protein PutA
VP181_01201	CDS	813	melR_1			Melibiose operon regulatory protein
VP181_01202	CDS	213				hypothetical protein
VP181_01203	CDS	756				hypothetical protein
VP181_01204	CDS	636	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
VP181_01205	CDS	1851	dctB_2	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
VP181_01206	CDS	1227	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
VP181_01207	CDS	1392	prsE_1			Type I secretion system membrane fusion protein PrsE
VP181_01208	CDS	684				hypothetical protein
VP181_01209	CDS	1914			COG2200	putative signaling protein
VP181_01210	CDS	2115	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
VP181_01211	CDS	108				hypothetical protein
VP181_01212	CDS	594				hypothetical protein
VP181_01213	CDS	594	fldP			Flavodoxin FldP
VP181_01214	CDS	1626	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
VP181_01215	CDS	711	mpaA		COG2866	Protein MpaA
VP181_01216	CDS	852	murR		COG1737	HTH-type transcriptional regulator MurR
VP181_01217	CDS	903	murQ_2	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
VP181_01218	CDS	1455	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
VP181_01219	CDS	1056	ompC_1		COG3203	Outer membrane protein C
VP181_01220	CDS	666				hypothetical protein
VP181_01221	CDS	912	dmlR_5			HTH-type transcriptional regulator DmlR
VP181_01222	CDS	660	cat_1	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
VP181_01223	CDS	1680				hypothetical protein
VP181_01224	CDS	2022	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
VP181_01225	CDS	975	sopB			Protein SopB
VP181_01226	CDS	1293	parA			Plasmid partition protein A
VP181_01227	CDS	1971				hypothetical protein
VP181_01228	CDS	468				hypothetical protein
VP181_01229	CDS	933	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
VP181_01230	CDS	855	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
VP181_01231	CDS	201				hypothetical protein
VP181_01232	CDS	1062				Riboflavin biosynthesis protein
VP181_01233	CDS	756				hypothetical protein
VP181_01234	CDS	1899	luxQ_2	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
VP181_01235	CDS	210				hypothetical protein
VP181_01236	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
VP181_01237	CDS	1083	mrdB_1	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
VP181_01238	CDS	669				hypothetical protein
VP181_01239	CDS	699	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
VP181_01240	CDS	1269	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
VP181_01241	CDS	774				hypothetical protein
VP181_01242	CDS	1341				hypothetical protein
VP181_01243	CDS	1032	btsS_2	2.7.13.3	COG3275	Sensor histidine kinase BtsS
VP181_01244	CDS	792	btsR_2		COG3279	Transcriptional regulatory protein BtsR
VP181_01245	CDS	636				hypothetical protein
VP181_01246	CDS	495	ppiB_2	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
VP181_01247	CDS	1662	mcpP_3		COG0840	Methyl-accepting chemotaxis protein McpP
VP181_01248	CDS	387				hypothetical protein
VP181_01249	CDS	828				hypothetical protein
VP181_01250	CDS	639	cat_2	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
VP181_01251	CDS	1236	gltS_1		COG0786	Sodium/glutamate symporter
VP181_01252	CDS	834				hypothetical protein
VP181_01253	CDS	858	ytrB		COG1131	ABC transporter ATP-binding protein YtrB
VP181_01254	CDS	372	ytrA		COG1725	HTH-type transcriptional repressor YtrA
VP181_01255	CDS	1227	gltS_2		COG0786	Sodium/glutamate symporter
VP181_01256	CDS	867				hypothetical protein
VP181_01257	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
VP181_01258	CDS	252				hypothetical protein
VP181_01259	CDS	354				hypothetical protein
VP181_01260	CDS	900	gltR		COG0583	HTH-type transcriptional regulator GltR
VP181_01261	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
VP181_01262	CDS	444	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
VP181_01263	CDS	204				hypothetical protein
VP181_01264	CDS	1368	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
VP181_01265	CDS	483	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
VP181_01266	CDS	819				hypothetical protein
VP181_01267	CDS	609				hypothetical protein
VP181_01268	CDS	396				hypothetical protein
VP181_01269	CDS	1431	nhaD		COG1055	Na(+)/H(+) antiporter NhaD
VP181_01270	CDS	117				hypothetical protein
VP181_01271	CDS	1026	vanT	5.1.1.-	COG0787	Serine/alanine racemase
VP181_01272	CDS	591				hypothetical protein
VP181_01273	CDS	858				hypothetical protein
VP181_01274	CDS	2547	chiA_1	3.2.1.14		Chitinase A
VP181_01275	CDS	504				hypothetical protein
VP181_01276	CDS	285	ppnP	2.4.2.2	COG3123	Pyrimidine/purine nucleoside phosphorylase
VP181_01277	CDS	282				hypothetical protein
VP181_01278	CDS	1158			COG2200	putative signaling protein
VP181_01279	CDS	1341	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
VP181_01280	CDS	1680	rluA_1	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
VP181_01281	CDS	621				hypothetical protein
VP181_01282	CDS	867				hypothetical protein
VP181_01283	CDS	888	dmlR_6			HTH-type transcriptional regulator DmlR
VP181_01284	CDS	804	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
VP181_01285	CDS	390				hypothetical protein
VP181_01286	CDS	1092	dgcN_2	2.7.7.65	COG2199	Diguanylate cyclase DgcN
VP181_01287	CDS	462				hypothetical protein
VP181_01288	CDS	840	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
VP181_01289	CDS	1149	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
VP181_01290	CDS	807	nhoA	2.3.1.118	COG2162	N-hydroxyarylamine O-acetyltransferase
VP181_01291	CDS	870	pgrR_1			HTH-type transcriptional regulator PgrR
VP181_01292	CDS	711	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
VP181_01293	CDS	1869				hypothetical protein
VP181_01294	CDS	783	kdgR		COG1414	Transcriptional regulator KdgR
VP181_01295	CDS	762	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
VP181_01296	CDS	525	ygjV_2			Inner membrane protein YgjV
VP181_01297	CDS	321				hypothetical protein
VP181_01298	CDS	636				hypothetical protein
VP181_01299	CDS	912	axeA1	3.1.1.72	COG0657	Acetylxylan esterase
VP181_01300	CDS	930	kdgK_2	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
VP181_01301	CDS	624	eda_3		COG0800	Putative KHG/KDPG aldolase
VP181_01302	CDS	1740	sglT_1			Sodium/glucose cotransporter
VP181_01303	CDS	678	kdgM			Oligogalacturonate-specific porin KdgM
VP181_01304	CDS	2229	pelX	4.2.2.9		Pectate disaccharide-lyase
VP181_01305	CDS	1773	sglT_2			Sodium/glucose cotransporter
VP181_01306	CDS	1167	ogl	4.2.2.6	COG0823	Oligogalacturonate lyase
VP181_01307	CDS	774	viuB		COG2375	Vibriobactin utilization protein ViuB
VP181_01308	CDS	585	eamB		COG1280	Cysteine/O-acetylserine efflux protein
VP181_01309	CDS	441	lrp_3		COG1522	Leucine-responsive regulatory protein
VP181_01310	CDS	1179	cbpD		COG3397	Chitin-binding protein CbpD
VP181_01311	CDS	621				hypothetical protein
VP181_01312	CDS	312				hypothetical protein
VP181_01313	CDS	651			COG1357	Pentapeptide repeat protein
VP181_01314	CDS	645	ompW		COG3047	Outer membrane protein W
VP181_01315	CDS	1026	emrK		COG1566	putative multidrug resistance protein EmrK
VP181_01316	CDS	1491	emrB			Multidrug export protein EmrB
VP181_01317	CDS	246				hypothetical protein
VP181_01318	CDS	1155			COG2220	putative protein
VP181_01319	CDS	768				hypothetical protein
VP181_01320	CDS	2691	ygjK	3.2.1.-		Glucosidase YgjK
VP181_01321	CDS	513	ymdB	3.5.1.-	COG2110	O-acetyl-ADP-ribose deacetylase
VP181_01322	CDS	426				hypothetical protein
VP181_01323	CDS	843	leuO_3			HTH-type transcriptional regulator LeuO
VP181_01324	CDS	1308				hypothetical protein
VP181_01325	CDS	915	syrM1_1			HTH-type transcriptional regulator SyrM 1
VP181_01326	CDS	486				hypothetical protein
VP181_01327	CDS	318				hypothetical protein
VP181_01328	CDS	711				hypothetical protein
VP181_01329	CDS	537				hypothetical protein
VP181_01330	CDS	1848				hypothetical protein
VP181_01331	CDS	363				hypothetical protein
VP181_01332	CDS	207				hypothetical protein
VP181_01333	CDS	1143	cdaR		COG3835	Carbohydrate diacid regulator
VP181_01334	CDS	1353	dsdX		COG2610	D-serine transporter DsdX
VP181_01335	CDS	1137	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
VP181_01336	CDS	1437	norG_1		COG1167	HTH-type transcriptional regulator NorG
VP181_01337	CDS	900				hypothetical protein
VP181_01338	CDS	288				hypothetical protein
VP181_01339	CDS	528				hypothetical protein
VP181_01340	CDS	528	bltD_1	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
VP181_01341	CDS	468	hdl IVa	3.8.1.2		(S)-2-haloacid dehalogenase 4A
VP181_01342	CDS	471				hypothetical protein
VP181_01343	CDS	732	ygfF	1.-.-.-		putative oxidoreductase YgfF
VP181_01344	CDS	516				hypothetical protein
VP181_01345	CDS	1095	torY		COG3005	Cytochrome c-type protein TorY
VP181_01346	CDS	2448	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
VP181_01347	CDS	699	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
VP181_01348	CDS	615	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
VP181_01349	CDS	792	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
VP181_01350	CDS	663	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
VP181_01351	CDS	951			COG0715	Putative thiamine biosynthesis protein
VP181_01352	CDS	801	ribX			Riboflavin transport system permease protein RibX
VP181_01353	CDS	759	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
VP181_01354	CDS	858	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
VP181_01355	CDS	1386	tldD_1	3.4.-.-	COG0312	Metalloprotease TldD
VP181_01356	CDS	1344	pmbA_1	3.4.-.-	COG0312	Metalloprotease PmbA
VP181_01357	CDS	600		2.1.1.-	COG1901	Putative pseudouridine methyltransferase
VP181_01358	CDS	525				hypothetical protein
VP181_01359	CDS	1134	flaD_1		COG1344	Flagellin D
VP181_01360	CDS	903	yfeX	1.11.1.-	COG2837	putative deferrochelatase/peroxidase YfeX
VP181_01361	CDS	486	yfeZ			Inner membrane protein YfeZ
VP181_01362	CDS	357				hypothetical protein
VP181_01363	CDS	333				hypothetical protein
VP181_01364	CDS	288				hypothetical protein
VP181_01365	CDS	351	yffB		COG1393	Protein YffB
VP181_01366	CDS	1137	dapE_2	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
VP181_01367	CDS	702	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
VP181_01368	CDS	204				hypothetical protein
VP181_01369	CDS	1020	bamC		COG3317	Outer membrane protein assembly factor BamC
VP181_01370	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VP181_01371	CDS	543	gcvR		COG2716	Glycine cleavage system transcriptional repressor
VP181_01372	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
VP181_01373	CDS	1071	yhhT		COG0628	Putative transport protein YhhT
VP181_01374	CDS	246				hypothetical protein
VP181_01375	CDS	1452	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
VP181_01376	CDS	351	yfgD		COG1393	putative protein YfgD
VP181_01377	CDS	573		1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
VP181_01378	CDS	444				hypothetical protein
VP181_01379	CDS	1203				hypothetical protein
VP181_01380	CDS	1254	pyrP			Uracil permease
VP181_01381	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
VP181_01382	CDS	1041	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
VP181_01383	CDS	648	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
VP181_01384	CDS	846	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
VP181_01385	CDS	576	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
