locus_tag	ftype	length_bp	gene	EC_number	COG	product
VP226_00810	CDS	1332	dsdA	4.3.1.18	COG3048	D-serine dehydratase
VP226_00811	CDS	1722	msbA_2	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
VP226_00812	CDS	1788	cydD		COG4988	ATP-binding/permease protein CydD
VP226_00813	CDS	960	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
VP226_00814	CDS	657				hypothetical protein
VP226_00815	CDS	1236	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
VP226_00816	CDS	825				hypothetical protein
VP226_00817	CDS	1338	pleD_1			Response regulator PleD
VP226_00818	CDS	1371	sdcS_2		COG0471	Sodium-dependent dicarboxylate transporter SdcS
VP226_00819	CDS	735				hypothetical protein
VP226_00820	CDS	1689	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
VP226_00821	CDS	2355				hypothetical protein
VP226_00822	CDS	759	pldA_1	3.1.1.32	COG2829	Phospholipase A1
VP226_00823	CDS	378				hypothetical protein
VP226_00824	CDS	1674	phoD	3.1.3.1	COG3540	Alkaline phosphatase D
VP226_00825	CDS	1104	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
VP226_00826	CDS	393				hypothetical protein
VP226_00827	CDS	186				hypothetical protein
VP226_00828	CDS	975				hypothetical protein
VP226_00829	CDS	669	yiaD_1		COG2885	putative lipoprotein YiaD
VP226_00830	CDS	696				hypothetical protein
VP226_00831	CDS	681				hypothetical protein
VP226_00832	CDS	3039			COG0247	putative protein
VP226_00833	CDS	462				hypothetical protein
VP226_00834	CDS	726				hypothetical protein
VP226_00835	CDS	1536	hutH_1	4.3.1.3	COG2986	Histidine ammonia-lyase
VP226_00836	CDS	1698	hutU	4.2.1.49	COG2987	Urocanate hydratase
VP226_00837	CDS	1023	hutG	3.5.3.8	COG0010	Formimidoylglutamase
VP226_00838	CDS	1251	hutI	3.5.2.7	COG1228	Imidazolonepropionase
VP226_00839	CDS	708	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
VP226_00840	CDS	744	spo0M_1		COG4326	Sporulation-control protein spo0M
VP226_00841	CDS	996				hypothetical protein
VP226_00842	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
VP226_00843	CDS	390	infC		COG0290	Translation initiation factor IF-3
VP226_00844	CDS	195	rpmI		COG0291	50S ribosomal protein L35
VP226_00845	CDS	354	rplT		COG0292	50S ribosomal protein L20
VP226_00846	CDS	318				hypothetical protein
VP226_00847	CDS	810				hypothetical protein
VP226_00848	CDS	789				putative HTH-type transcriptional regulator
VP226_00849	CDS	2379				hypothetical protein
VP226_00850	CDS	792				hypothetical protein
VP226_00851	CDS	1173				hypothetical protein
VP226_00852	CDS	1146	pleD_2			Response regulator PleD
VP226_00853	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
VP226_00854	CDS	2406	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
VP226_00855	CDS	879				hypothetical protein
VP226_00856	CDS	297	ihfA		COG0776	Integration host factor subunit alpha
VP226_00857	CDS	774				hypothetical protein
VP226_00858	CDS	651	tpm	2.1.1.67		Thiopurine S-methyltransferase
VP226_00859	CDS	1176	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
VP226_00860	CDS	888	cdd	3.5.4.5	COG0295	Cytidine deaminase
VP226_00861	CDS	678	yohK		COG1346	Inner membrane protein YohK
VP226_00862	CDS	375				hypothetical protein
VP226_00863	CDS	1422	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
VP226_00864	CDS	1374	tcyP		COG1823	L-cystine uptake protein TcyP
VP226_00865	CDS	696				hypothetical protein
VP226_00866	CDS	1044	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
VP226_00867	CDS	798	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
VP226_00868	CDS	534	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
VP226_00869	CDS	615	pspB_2	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
VP226_00870	CDS	1800	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
VP226_00871	CDS	1029	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
VP226_00872	CDS	996	btuC		COG4139	Vitamin B12 import system permease protein BtuC
VP226_00873	CDS	765	btuD	3.6.3.33	COG4138	Vitamin B12 import ATP-binding protein BtuD
VP226_00874	CDS	576				hypothetical protein
VP226_00875	CDS	582				hypothetical protein
VP226_00876	CDS	1224	ynfM			Inner membrane transport protein YnfM
VP226_00877	CDS	870	cynR_1			HTH-type transcriptional regulator CynR
VP226_00878	CDS	231				hypothetical protein
VP226_00879	CDS	1491				hypothetical protein
VP226_00880	CDS	1140				hypothetical protein
VP226_00881	CDS	717	tarI	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase
VP226_00882	CDS	1035	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
VP226_00883	CDS	810				hypothetical protein
VP226_00884	CDS	516	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
VP226_00885	CDS	1128	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
VP226_00886	CDS	411				hypothetical protein
VP226_00887	CDS	1587				hypothetical protein
VP226_00888	CDS	765				hypothetical protein
VP226_00889	CDS	675	rspR_1		COG1802	HTH-type transcriptional repressor RspR
VP226_00890	CDS	1527	aldH	1.2.1.4		NADP-dependent fatty aldehyde dehydrogenase
VP226_00891	CDS	1002			COG3938	putative protein
VP226_00892	CDS	1257	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
VP226_00893	CDS	1074				hypothetical protein
VP226_00894	CDS	975	lhpI	1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
VP226_00895	CDS	915	dapAL	4.-.-.-		putative DapA-like lyase
VP226_00896	CDS	1122	ugpC	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
VP226_00897	CDS	1281	potH		COG1176	Putrescine transport system permease protein PotH
VP226_00898	CDS	849	ydcV_1			Inner membrane ABC transporter permease protein YdcV
VP226_00899	CDS	450				hypothetical protein
VP226_00900	CDS	2445		3.4.24.3		Microbial collagenase
VP226_00901	CDS	1797	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
VP226_00902	CDS	981	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
VP226_00903	CDS	984	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
VP226_00904	CDS	933	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
VP226_00905	CDS	921	oppB_1		COG0601	Oligopeptide transport system permease protein OppB
VP226_00906	CDS	1611	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
VP226_00907	CDS	1107	pepT_1	3.4.11.4	COG2195	Peptidase T
VP226_00908	CDS	1074	lly	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
VP226_00909	CDS	1131	hmgA	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
VP226_00910	CDS	1038				hypothetical protein
VP226_00911	CDS	669	nagL	5.2.1.4		Maleylpyruvate isomerase
VP226_00912	CDS	660				hypothetical protein
VP226_00913	CDS	339				hypothetical protein
VP226_00914	tRNA	77				tRNA-Val(gac)
VP226_00915	tRNA	77				tRNA-Val(gac)
VP226_00916	CDS	1143				hypothetical protein
VP226_00917	CDS	1182				hypothetical protein
VP226_00918	CDS	903				hypothetical protein
VP226_00919	CDS	1365	aaeB		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
VP226_00920	CDS	864	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
VP226_00921	CDS	213				hypothetical protein
VP226_00922	CDS	1074	mlaE_1		COG0767	putative phospholipid ABC transporter permease protein MlaE
VP226_00923	CDS	807	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
VP226_00924	CDS	972				hypothetical protein
VP226_00925	CDS	600				hypothetical protein
VP226_00926	CDS	2589	mscM		COG3264	Miniconductance mechanosensitive channel MscM
VP226_00927	CDS	1524	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
VP226_00928	CDS	852	pdxY_1	2.7.1.35	COG2240	Pyridoxal kinase PdxY
VP226_00929	CDS	900	benM_2			HTH-type transcriptional regulator BenM
VP226_00930	CDS	642			COG0500	putative protein
VP226_00931	CDS	366				hypothetical protein
VP226_00932	CDS	285				hypothetical protein
VP226_00933	CDS	603	pspB_3	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
VP226_00934	CDS	336				hypothetical protein
VP226_00935	CDS	477	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
VP226_00936	CDS	1419	sdcS_3		COG0471	Sodium-dependent dicarboxylate transporter SdcS
VP226_00937	CDS	1338	dctB_1	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
VP226_00938	CDS	474	hupR1_2		COG2204	Hydrogenase transcriptional regulatory protein hupR1
VP226_00939	CDS	1707	pdeR_1	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
VP226_00940	CDS	1212		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
VP226_00941	CDS	627	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
VP226_00942	CDS	1539	yjjI			putative protein YjjI
VP226_00943	CDS	882	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
VP226_00944	CDS	981	nodD2_1			Nodulation protein D 2
VP226_00945	CDS	753				hypothetical protein
VP226_00946	CDS	975	mepM_2	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
VP226_00947	CDS	525				hypothetical protein
VP226_00948	CDS	600		2.1.1.-	COG1901	Putative pseudouridine methyltransferase
VP226_00949	CDS	1344	pmbA_1	3.4.-.-	COG0312	Metalloprotease PmbA
VP226_00950	CDS	1386	tldD_1	3.4.-.-	COG0312	Metalloprotease TldD
VP226_00951	CDS	858	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
VP226_00952	CDS	759	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
VP226_00953	CDS	801	ribX			Riboflavin transport system permease protein RibX
VP226_00954	CDS	951			COG0715	Putative thiamine biosynthesis protein
VP226_00955	CDS	663	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
VP226_00956	CDS	792	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
VP226_00957	CDS	615	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
VP226_00958	CDS	699	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
VP226_00959	CDS	2448	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
VP226_00960	CDS	1095	torY		COG3005	Cytochrome c-type protein TorY
VP226_00961	CDS	516				hypothetical protein
VP226_00962	CDS	732	ygfF	1.-.-.-		putative oxidoreductase YgfF
VP226_00963	CDS	471				hypothetical protein
VP226_00964	CDS	468	hdl IVa	3.8.1.2		(S)-2-haloacid dehalogenase 4A
VP226_00965	CDS	528	bltD_1	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
VP226_00966	CDS	528				hypothetical protein
VP226_00967	CDS	288				hypothetical protein
VP226_00968	CDS	900				hypothetical protein
VP226_00969	CDS	1437	norG_1		COG1167	HTH-type transcriptional regulator NorG
VP226_00970	CDS	1137	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
VP226_00971	CDS	1353	dsdX		COG2610	D-serine transporter DsdX
VP226_00972	CDS	1143	cdaR		COG3835	Carbohydrate diacid regulator
VP226_00973	CDS	207				hypothetical protein
VP226_00974	CDS	363				hypothetical protein
VP226_00975	CDS	1848				hypothetical protein
VP226_00976	CDS	537				hypothetical protein
VP226_00977	CDS	711				hypothetical protein
VP226_00978	CDS	318				hypothetical protein
VP226_00979	CDS	486				hypothetical protein
VP226_00980	CDS	915	syrM1_1			HTH-type transcriptional regulator SyrM 1
VP226_00981	CDS	1308				hypothetical protein
VP226_00982	CDS	843	leuO_3			HTH-type transcriptional regulator LeuO
VP226_00983	CDS	426				hypothetical protein
VP226_00984	CDS	513	ymdB	3.5.1.-	COG2110	O-acetyl-ADP-ribose deacetylase
VP226_00985	CDS	2691	ygjK	3.2.1.-		Glucosidase YgjK
VP226_00986	CDS	768				hypothetical protein
VP226_00987	CDS	1155			COG2220	putative protein
VP226_00988	CDS	246				hypothetical protein
VP226_00989	CDS	1491	emrB			Multidrug export protein EmrB
VP226_00990	CDS	1026	emrK		COG1566	putative multidrug resistance protein EmrK
VP226_00991	CDS	645	ompW		COG3047	Outer membrane protein W
VP226_00992	CDS	651			COG1357	Pentapeptide repeat protein
VP226_00993	CDS	312				hypothetical protein
VP226_00994	CDS	621				hypothetical protein
VP226_00995	CDS	1179	cbpD		COG3397	Chitin-binding protein CbpD
VP226_00996	CDS	441	lrp_2		COG1522	Leucine-responsive regulatory protein
VP226_00997	CDS	585	eamB		COG1280	Cysteine/O-acetylserine efflux protein
VP226_00998	CDS	774	viuB		COG2375	Vibriobactin utilization protein ViuB
VP226_00999	CDS	1167	ogl	4.2.2.6	COG0823	Oligogalacturonate lyase
VP226_01000	CDS	1773	sglT_1			Sodium/glucose cotransporter
VP226_01001	CDS	2229	pelX	4.2.2.9		Pectate disaccharide-lyase
VP226_01002	CDS	678	kdgM			Oligogalacturonate-specific porin KdgM
VP226_01003	CDS	1740	sglT_2			Sodium/glucose cotransporter
VP226_01004	CDS	624	eda_2		COG0800	Putative KHG/KDPG aldolase
VP226_01005	CDS	930	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
VP226_01006	CDS	912	axeA1	3.1.1.72	COG0657	Acetylxylan esterase
VP226_01007	CDS	636				hypothetical protein
VP226_01008	CDS	321				hypothetical protein
VP226_01009	CDS	525	ygjV_1			Inner membrane protein YgjV
VP226_01010	CDS	762	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
VP226_01011	CDS	783	kdgR		COG1414	Transcriptional regulator KdgR
VP226_01012	CDS	1869				hypothetical protein
VP226_01013	CDS	711	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
VP226_01014	CDS	870	pgrR_1			HTH-type transcriptional regulator PgrR
VP226_01015	CDS	807	nhoA	2.3.1.118	COG2162	N-hydroxyarylamine O-acetyltransferase
VP226_01016	CDS	1149	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
VP226_01017	CDS	840	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
VP226_01018	CDS	462				hypothetical protein
VP226_01019	CDS	1092	dgcN_2	2.7.7.65	COG2199	Diguanylate cyclase DgcN
VP226_01020	CDS	390				hypothetical protein
VP226_01021	CDS	804	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
VP226_01022	CDS	888	dmlR_1			HTH-type transcriptional regulator DmlR
VP226_01023	CDS	867				hypothetical protein
VP226_01024	CDS	621				hypothetical protein
VP226_01025	CDS	1680	rluA_1	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
VP226_01026	CDS	1341	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
VP226_01027	CDS	1158			COG2200	putative signaling protein
VP226_01028	CDS	282				hypothetical protein
VP226_01029	CDS	285	ppnP	2.4.2.2	COG3123	Pyrimidine/purine nucleoside phosphorylase
VP226_01030	CDS	504				hypothetical protein
VP226_01031	CDS	2547	chiA_1	3.2.1.14		Chitinase A
VP226_01032	CDS	858				hypothetical protein
VP226_01033	CDS	591				hypothetical protein
VP226_01034	CDS	1026	vanT	5.1.1.-	COG0787	Serine/alanine racemase
VP226_01035	CDS	117				hypothetical protein
VP226_01036	CDS	1431	nhaD		COG1055	Na(+)/H(+) antiporter NhaD
VP226_01037	CDS	396				hypothetical protein
VP226_01038	CDS	609				hypothetical protein
VP226_01039	CDS	819				hypothetical protein
VP226_01040	CDS	483	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
VP226_01041	CDS	1368	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
VP226_01042	CDS	204				hypothetical protein
VP226_01043	CDS	444	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
VP226_01044	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
VP226_01045	CDS	900	gltR		COG0583	HTH-type transcriptional regulator GltR
VP226_01046	CDS	354				hypothetical protein
VP226_01047	CDS	252				hypothetical protein
VP226_01048	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
VP226_01049	CDS	867				hypothetical protein
VP226_01050	CDS	1227	gltS_1		COG0786	Sodium/glutamate symporter
VP226_01051	CDS	372	ytrA		COG1725	HTH-type transcriptional repressor YtrA
VP226_01052	CDS	858	ytrB		COG1131	ABC transporter ATP-binding protein YtrB
VP226_01053	CDS	834				hypothetical protein
VP226_01054	CDS	1236	gltS_2		COG0786	Sodium/glutamate symporter
VP226_01055	CDS	639	cat_1	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
VP226_01056	CDS	828				hypothetical protein
VP226_01057	CDS	1662	mcpP_3		COG0840	Methyl-accepting chemotaxis protein McpP
VP226_01058	CDS	495	ppiB_2	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
VP226_01059	CDS	636				hypothetical protein
VP226_01060	CDS	792	btsR_2		COG3279	Transcriptional regulatory protein BtsR
VP226_01061	CDS	1032	btsS_2	2.7.13.3	COG3275	Sensor histidine kinase BtsS
VP226_01062	CDS	1341				hypothetical protein
VP226_01063	CDS	774				hypothetical protein
VP226_01064	CDS	1269	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
VP226_01065	CDS	699	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
VP226_01066	CDS	669				hypothetical protein
VP226_01067	CDS	1083	mrdB_1	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
VP226_01068	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
VP226_01069	CDS	210				hypothetical protein
VP226_01070	CDS	1899	luxQ_2	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
VP226_01071	CDS	756				hypothetical protein
VP226_01072	CDS	1062				Riboflavin biosynthesis protein
VP226_01073	CDS	201				hypothetical protein
VP226_01074	CDS	855	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
VP226_01075	CDS	933	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
VP226_01076	CDS	468				hypothetical protein
VP226_01077	CDS	1971				hypothetical protein
VP226_01078	CDS	1293	parA			Plasmid partition protein A
VP226_01079	CDS	975	sopB			Protein SopB
VP226_01080	CDS	2022	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
VP226_01081	CDS	1680				hypothetical protein
VP226_01082	CDS	660	cat_2	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
VP226_01083	CDS	912	dmlR_2			HTH-type transcriptional regulator DmlR
VP226_01084	CDS	666				hypothetical protein
VP226_01085	CDS	1056	ompC_1		COG3203	Outer membrane protein C
VP226_01086	CDS	1455	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
VP226_01087	CDS	903	murQ_2	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
VP226_01088	CDS	852	murR		COG1737	HTH-type transcriptional regulator MurR
VP226_01089	CDS	711	mpaA		COG2866	Protein MpaA
VP226_01090	CDS	1626	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
VP226_01091	CDS	594	fldP			Flavodoxin FldP
VP226_01092	CDS	594				hypothetical protein
VP226_01093	CDS	108				hypothetical protein
VP226_01094	CDS	2115	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
VP226_01095	CDS	1914			COG2200	putative signaling protein
VP226_01096	CDS	684				hypothetical protein
VP226_01097	CDS	1392	prsE_1			Type I secretion system membrane fusion protein PrsE
VP226_01098	CDS	1227	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
VP226_01099	CDS	1851	dctB_2	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
VP226_01100	CDS	636	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
VP226_01101	CDS	756				hypothetical protein
VP226_01102	CDS	213				hypothetical protein
VP226_01103	CDS	813	melR_1			Melibiose operon regulatory protein
VP226_01104	CDS	3132	putA		COG0506	Bifunctional protein PutA
VP226_01105	CDS	708				hypothetical protein
VP226_01106	CDS	1494	putP		COG0591	High-affinity proline transporter PutP
VP226_01107	CDS	531	ydaF_2	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
VP226_01108	CDS	240				hypothetical protein
VP226_01109	CDS	435				hypothetical protein
VP226_01110	CDS	534				hypothetical protein
VP226_01111	CDS	249				hypothetical protein
VP226_01112	CDS	168				hypothetical protein
VP226_01113	CDS	477	lrp_3		COG1522	Leucine-responsive regulatory protein
VP226_01114	CDS	708				hypothetical protein
VP226_01115	CDS	1851		3.6.3.-		Putative multidrug export ATP-binding/permease protein
VP226_01116	CDS	1002				hypothetical protein
VP226_01117	CDS	924	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
VP226_01118	CDS	450				hypothetical protein
VP226_01119	CDS	135				hypothetical protein
VP226_01120	CDS	723				hypothetical protein
VP226_01121	CDS	552	ygjV_2			Inner membrane protein YgjV
VP226_01122	CDS	630	eda_3		COG0800	Putative KHG/KDPG aldolase
VP226_01123	CDS	978	kdgK_2	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
VP226_01124	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
VP226_01125	CDS	1467	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
VP226_01126	CDS	1302	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
VP226_01127	CDS	516	siaQ		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
VP226_01128	CDS	984			COG1638	Solute-binding protein
VP226_01129	CDS	792	lutR		COG2186	HTH-type transcriptional regulator LutR
VP226_01130	CDS	1188	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
VP226_01131	CDS	1239	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
VP226_01132	CDS	693	yiiM		COG2258	Protein YiiM
VP226_01133	CDS	834	nimR_1			HTH-type transcriptional regulator NimR
VP226_01134	CDS	993		1.3.1.103		2-haloacrylate reductase
VP226_01135	CDS	1314	licH_1	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
VP226_01136	CDS	933	dsdC_1		COG0583	HTH-type transcriptional regulator DsdC
VP226_01137	CDS	1062	pctC_1		COG0840	Methyl-accepting chemotaxis protein PctC
VP226_01138	CDS	696				hypothetical protein
VP226_01139	CDS	486	sigE_1			ECF RNA polymerase sigma factor SigE
VP226_01140	CDS	687	inhA	4.2.1.103		Isonitrile hydratase
VP226_01141	CDS	957	dmlR_3			HTH-type transcriptional regulator DmlR
VP226_01142	CDS	540				hypothetical protein
VP226_01143	CDS	420				hypothetical protein
VP226_01144	CDS	1569	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
VP226_01145	CDS	558	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
VP226_01146	CDS	459	ohrR			Organic hydroperoxide resistance transcriptional regulator
VP226_01147	CDS	423	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
VP226_01148	CDS	1098				hypothetical protein
VP226_01149	CDS	246				hypothetical protein
VP226_01150	CDS	840	araC			Arabinose operon regulatory protein
VP226_01151	CDS	519				hypothetical protein
VP226_01152	CDS	1494	araA	5.3.1.4	COG2160	L-arabinose isomerase
VP226_01153	CDS	741	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
VP226_01154	CDS	1704	araB	2.7.1.16	COG1069	Ribulokinase
VP226_01155	CDS	1002	araF		COG1879	L-arabinose-binding periplasmic protein
VP226_01156	CDS	1449	araG	3.6.3.17	COG1129	Arabinose import ATP-binding protein AraG
VP226_01157	CDS	990	rbsC_1		COG1172	Ribose import permease protein RbsC
VP226_01158	CDS	1992	ydcP_1	3.4.-.-	COG0826	putative protease YdcP
VP226_01159	CDS	342				hypothetical protein
VP226_01160	CDS	99				hypothetical protein
VP226_01161	CDS	1443	ptsG_1		COG1263	PTS system glucose-specific EIICB component
VP226_01162	CDS	708	ompR_2			Transcriptional regulatory protein OmpR
VP226_01163	CDS	1431	envZ_2	2.7.13.3		Osmolarity sensor protein EnvZ
VP226_01164	CDS	1245				putative sugar-binding periplasmic protein
VP226_01165	CDS	1203	btrK	4.1.1.95		L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
VP226_01166	CDS	1830	iucA	6.3.2.38	COG4264	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
VP226_01167	CDS	1206				hypothetical protein
VP226_01168	CDS	1833				hypothetical protein
VP226_01169	CDS	1212				hypothetical protein
VP226_01170	CDS	2037	fiu		COG4774	Catecholate siderophore receptor Fiu
VP226_01171	CDS	2139	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
VP226_01172	CDS	924	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
VP226_01173	CDS	1038	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
VP226_01174	CDS	969	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
VP226_01175	CDS	765	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
VP226_01176	CDS	1887	pctB_2		COG0840	Methyl-accepting chemotaxis protein PctB
VP226_01177	CDS	2748	yhjJ		COG0612	Protein YhjJ
VP226_01178	CDS	453				hypothetical protein
VP226_01179	CDS	1728				hypothetical protein
VP226_01180	CDS	1209	bcr_2			Bicyclomycin resistance protein
VP226_01181	CDS	645	tnpR_1			Transposon Tn3 resolvase
VP226_01182	CDS	1992	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
VP226_01183	CDS	1299	lamB		COG4580	Maltoporin
VP226_01184	CDS	810				hypothetical protein
VP226_01185	CDS	507				hypothetical protein
VP226_01186	CDS	1611	nplT	3.2.1.135		Neopullulanase
VP226_01187	CDS	1617	bsn	3.1.-.-	COG2356	Extracellular ribonuclease
VP226_01188	CDS	3990	pulA	3.2.1.41		Pullulanase
VP226_01189	CDS	1197	esiB			Secretory immunoglobulin A-binding protein EsiB
VP226_01190	CDS	480				hypothetical protein
VP226_01191	CDS	2181	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
VP226_01192	CDS	1311	potE		COG0531	Putrescine transporter PotE
VP226_01193	CDS	189				hypothetical protein
VP226_01194	CDS	870	pdxY_2	2.7.1.35	COG2240	Pyridoxal kinase PdxY
VP226_01195	CDS	495				hypothetical protein
VP226_01196	CDS	1218	sstT		COG3633	Serine/threonine transporter SstT
VP226_01197	CDS	1077	rsgA_1	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
VP226_01198	CDS	297	nagE_1		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
VP226_01199	CDS	462				hypothetical protein
VP226_01200	CDS	615				hypothetical protein
VP226_01201	CDS	426				hypothetical protein
VP226_01202	CDS	882				hypothetical protein
VP226_01203	CDS	2709	malT		COG2909	HTH-type transcriptional regulator MalT
VP226_01204	CDS	2454	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
