locus_tag	ftype	length_bp	gene	EC_number	COG	product
VP145_01131	CDS	1479			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
VP145_01132	CDS	1377	norM_1		COG0534	Multidrug resistance protein NorM
VP145_01133	CDS	672			COG1136	putative ABC transporter ATP-binding protein
VP145_01134	CDS	2454				hypothetical protein
VP145_01135	CDS	1125				hypothetical protein
VP145_01136	CDS	1152	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
VP145_01137	CDS	627	yttP			putative HTH-type transcriptional regulator YttP
VP145_01138	CDS	2283	fadE_1	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
VP145_01139	CDS	1200	fabV_2	1.3.1.9	COG3007	Enoyl-[acyl-carrier-protein] reductase [NADH] 1
VP145_01140	CDS	1683	aspT			Aspartate/alanine antiporter
VP145_01141	CDS	267	grxA		COG0695	Glutaredoxin 1
VP145_01142	CDS	1239	dhaT	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
VP145_01143	CDS	855	hexR		COG1737	HTH-type transcriptional regulator HexR
VP145_01144	CDS	1647	panP	4.1.1.11	COG0076	Aspartate 1-decarboxylase
VP145_01145	CDS	513				hypothetical protein
VP145_01146	CDS	906	lysO		COG2431	Lysine exporter LysO
VP145_01147	CDS	921				hypothetical protein
VP145_01148	CDS	582	tfoX1_2		COG3070	DNA transformation protein TfoX1
VP145_01149	CDS	546				hypothetical protein
VP145_01150	CDS	498	hupR1_1		COG2204	Hydrogenase transcriptional regulatory protein hupR1
VP145_01151	CDS	1941	atoS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
VP145_01152	CDS	1266				hypothetical protein
VP145_01153	CDS	1095	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
VP145_01154	CDS	1332	dsdA	4.3.1.18	COG3048	D-serine dehydratase
VP145_01155	CDS	1722	msbA_2	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
VP145_01156	CDS	1788	cydD		COG4988	ATP-binding/permease protein CydD
VP145_01157	CDS	960	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
VP145_01158	CDS	657				hypothetical protein
VP145_01159	CDS	1236	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
VP145_01160	CDS	825				hypothetical protein
VP145_01161	CDS	1338	pleD_2			Response regulator PleD
VP145_01162	CDS	1371	sdcS_1		COG0471	Sodium-dependent dicarboxylate transporter SdcS
VP145_01163	CDS	735				hypothetical protein
VP145_01164	CDS	1689	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
VP145_01165	CDS	2355				hypothetical protein
VP145_01166	CDS	759	pldA_2	3.1.1.32	COG2829	Phospholipase A1
VP145_01167	CDS	378				hypothetical protein
VP145_01168	CDS	1674	phoD	3.1.3.1	COG3540	Alkaline phosphatase D
VP145_01169	CDS	1104	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
VP145_01170	CDS	393				hypothetical protein
VP145_01171	CDS	186				hypothetical protein
VP145_01172	CDS	978				hypothetical protein
VP145_01173	CDS	669	yiaD_1		COG2885	putative lipoprotein YiaD
VP145_01174	CDS	696				hypothetical protein
VP145_01175	CDS	681				hypothetical protein
VP145_01176	CDS	3039			COG0247	putative protein
VP145_01177	CDS	462				hypothetical protein
VP145_01178	CDS	726				hypothetical protein
VP145_01179	CDS	1536	hutH_2	4.3.1.3	COG2986	Histidine ammonia-lyase
VP145_01180	CDS	1698	hutU	4.2.1.49	COG2987	Urocanate hydratase
VP145_01181	CDS	1023	hutG	3.5.3.8	COG0010	Formimidoylglutamase
VP145_01182	CDS	1251	hutI	3.5.2.7	COG1228	Imidazolonepropionase
VP145_01183	CDS	708	yvoA		COG2188	HTH-type transcriptional repressor YvoA
VP145_01184	CDS	744	spo0M_1		COG4326	Sporulation-control protein spo0M
VP145_01185	CDS	996				hypothetical protein
VP145_01186	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
VP145_01187	CDS	390	infC		COG0290	Translation initiation factor IF-3
VP145_01188	CDS	195	rpmI		COG0291	50S ribosomal protein L35
VP145_01189	CDS	354	rplT		COG0292	50S ribosomal protein L20
VP145_01190	CDS	318				hypothetical protein
VP145_01191	CDS	810				hypothetical protein
VP145_01192	CDS	789				putative HTH-type transcriptional regulator
VP145_01193	CDS	2379				hypothetical protein
VP145_01194	CDS	792				hypothetical protein
VP145_01195	CDS	1173				hypothetical protein
VP145_01196	CDS	1146	pleD_3			Response regulator PleD
VP145_01197	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
VP145_01198	CDS	2406	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
VP145_01199	CDS	879				hypothetical protein
VP145_01200	CDS	297	ihfA		COG0776	Integration host factor subunit alpha
VP145_01201	CDS	774				hypothetical protein
VP145_01202	CDS	651	tpm	2.1.1.67		Thiopurine S-methyltransferase
VP145_01203	CDS	1176	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
VP145_01204	CDS	888	cdd	3.5.4.5	COG0295	Cytidine deaminase
VP145_01205	CDS	678	yohK		COG1346	Inner membrane protein YohK
VP145_01206	CDS	375				hypothetical protein
VP145_01207	CDS	1422	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
VP145_01208	CDS	1374	tcyP		COG1823	L-cystine uptake protein TcyP
VP145_01209	CDS	696				hypothetical protein
VP145_01210	CDS	1044	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
VP145_01211	CDS	798	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
VP145_01212	CDS	534	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
VP145_01213	CDS	615	pspB_2	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
VP145_01214	CDS	1800	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
VP145_01215	CDS	1029	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
VP145_01216	CDS	996	btuC		COG4139	Vitamin B12 import system permease protein BtuC
VP145_01217	CDS	765	btuD	3.6.3.33	COG4138	Vitamin B12 import ATP-binding protein BtuD
VP145_01218	CDS	576				hypothetical protein
VP145_01219	CDS	582				hypothetical protein
VP145_01220	CDS	1224	ynfM			Inner membrane transport protein YnfM
VP145_01221	CDS	870	cynR_1			HTH-type transcriptional regulator CynR
VP145_01222	CDS	231				hypothetical protein
VP145_01223	CDS	1491				hypothetical protein
VP145_01224	CDS	1140				hypothetical protein
VP145_01225	CDS	717	tarI	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase
VP145_01226	CDS	1035	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
VP145_01227	CDS	810				hypothetical protein
VP145_01228	CDS	516	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
VP145_01229	CDS	1128	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
VP145_01230	CDS	411				hypothetical protein
VP145_01231	CDS	1584				hypothetical protein
VP145_01232	CDS	765				hypothetical protein
VP145_01233	CDS	675	rspR_1		COG1802	HTH-type transcriptional repressor RspR
VP145_01234	CDS	1527	aldH	1.2.1.4		NADP-dependent fatty aldehyde dehydrogenase
VP145_01235	CDS	1002			COG3938	putative protein
VP145_01236	CDS	1257	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
VP145_01237	CDS	1074				hypothetical protein
VP145_01238	CDS	975	lhpI	1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
VP145_01239	CDS	915	dapAL	4.-.-.-		putative DapA-like lyase
VP145_01240	CDS	1122	ugpC	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
VP145_01241	CDS	1281	potH		COG1176	Putrescine transport system permease protein PotH
VP145_01242	CDS	849	ydcV_1			Inner membrane ABC transporter permease protein YdcV
VP145_01243	CDS	450				hypothetical protein
VP145_01244	CDS	2445		3.4.24.3		Microbial collagenase
VP145_01245	CDS	1797	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
VP145_01246	CDS	981	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
VP145_01247	CDS	984	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
VP145_01248	CDS	933	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
VP145_01249	CDS	921	oppB_1		COG0601	Oligopeptide transport system permease protein OppB
VP145_01250	CDS	1611	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
VP145_01251	CDS	1107	pepT_1	3.4.11.4	COG2195	Peptidase T
VP145_01252	CDS	1074	lly	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
VP145_01253	CDS	1131	hmgA	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
VP145_01254	CDS	1038				hypothetical protein
VP145_01255	CDS	669	nagL	5.2.1.4		Maleylpyruvate isomerase
VP145_01256	CDS	660				hypothetical protein
VP145_01257	CDS	339				hypothetical protein
VP145_01258	tRNA	77				tRNA-Val(gac)
VP145_01259	tRNA	77				tRNA-Val(gac)
VP145_01260	CDS	1143				hypothetical protein
VP145_01261	CDS	1182				hypothetical protein
VP145_01262	CDS	903				hypothetical protein
VP145_01263	CDS	1365	aaeB		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
VP145_01264	CDS	864	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
VP145_01265	CDS	213				hypothetical protein
VP145_01266	CDS	1074	mlaE_1		COG0767	putative phospholipid ABC transporter permease protein MlaE
VP145_01267	CDS	807	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
VP145_01268	CDS	972				hypothetical protein
VP145_01269	CDS	600				hypothetical protein
VP145_01270	CDS	2589	mscM		COG3264	Miniconductance mechanosensitive channel MscM
VP145_01271	CDS	1524	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
VP145_01272	CDS	588	pdxY_1	2.7.1.35	COG2240	Pyridoxal kinase PdxY
VP145_01273	CDS	249	pdxY_2	2.7.1.35	COG2240	Pyridoxal kinase PdxY
VP145_01274	CDS	900	benM_1			HTH-type transcriptional regulator BenM
VP145_01275	CDS	645			COG0500	putative protein
VP145_01276	CDS	366				hypothetical protein
VP145_01277	CDS	285				hypothetical protein
VP145_01278	CDS	603	pspB_3	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
VP145_01279	CDS	336				hypothetical protein
VP145_01280	CDS	477	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
VP145_01281	CDS	1419	sdcS_2		COG0471	Sodium-dependent dicarboxylate transporter SdcS
VP145_01282	CDS	1338	dctB_3	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
VP145_01283	CDS	474	hupR1_2		COG2204	Hydrogenase transcriptional regulatory protein hupR1
VP145_01284	CDS	1707	pdeR_2	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
VP145_01285	CDS	1212		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
VP145_01286	CDS	627	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
VP145_01287	CDS	1539	yjjI			putative protein YjjI
VP145_01288	CDS	882	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
VP145_01289	CDS	981	nodD2_1			Nodulation protein D 2
VP145_01290	CDS	765				hypothetical protein
VP145_01291	CDS	975	mepM_2	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
VP145_01292	CDS	2574	clpB		COG0542	Chaperone protein ClpB
VP145_01293	CDS	729	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
VP145_01294	CDS	978	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
VP145_01295	CDS	729	bamD		COG4105	Outer membrane protein assembly factor BamD
VP145_01296	CDS	1482	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
VP145_01297	CDS	327	raiA		COG1544	Ribosome-associated inhibitor A
VP145_01298	CDS	1179	pheA		COG0077	P-protein
VP145_01299	CDS	534		3.6.1.-	COG1986	Non-canonical purine NTP phosphatase
VP145_01300	CDS	312	trpR		COG2973	Trp operon repressor
VP145_01301	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
VP145_01302	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
VP145_01303	CDS	369				hypothetical protein
VP145_01304	CDS	1002	mepM_3	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
VP145_01305	CDS	1128	tyrA		COG0287	T-protein
VP145_01306	CDS	1074	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
VP145_01307	CDS	984	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
VP145_01308	CDS	1113	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
VP145_01309	CDS	927	murQ_1	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
VP145_01310	CDS	333				hypothetical protein
VP145_01311	CDS	342				hypothetical protein
VP145_01312	CDS	1485	cstA		COG1966	Peptide transporter CstA
VP145_01313	CDS	1671	btsS_1	2.7.13.3	COG3275	Sensor histidine kinase BtsS
VP145_01314	CDS	729	btsR_1		COG3279	Transcriptional regulatory protein BtsR
VP145_01315	CDS	954	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
VP145_01316	CDS	459	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
VP145_01317	CDS	510	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
VP145_01318	CDS	2829	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
VP145_01319	CDS	936	ribF		COG0196	Riboflavin biosynthesis protein RibF
VP145_01320	CDS	1563	murJ		COG0728	putative lipid II flippase MurJ
VP145_01321	CDS	261	rpsT		COG0268	30S ribosomal protein S20
VP145_01322	CDS	297	hlyU		COG0640	Transcriptional activator HlyU
VP145_01323	CDS	891	nhaR		COG0583	Transcriptional activator protein NhaR
VP145_01324	CDS	1149				hypothetical protein
VP145_01325	CDS	1143				hypothetical protein
VP145_01326	CDS	852	thyA	2.1.1.45	COG0207	Thymidylate synthase
VP145_01327	CDS	822	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
VP145_01328	CDS	792				hypothetical protein
VP145_01329	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
VP145_01330	CDS	525	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
VP145_01331	CDS	681	mutH		COG3066	DNA mismatch repair protein MutH
VP145_01332	CDS	312				hypothetical protein
VP145_01333	CDS	1035	tas		COG0667	Protein tas
VP145_01334	CDS	252				hypothetical protein
VP145_01335	CDS	111				hypothetical protein
VP145_01336	CDS	1335	zraR_1		COG2204	Transcriptional regulatory protein ZraR
VP145_01337	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
VP145_01338	CDS	783	prfB		COG1186	Peptide chain release factor RF2
VP145_01339	CDS	1740	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
VP145_01340	CDS	789	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
VP145_01341	CDS	918	xerD_1		COG4974	Tyrosine recombinase XerD
VP145_01342	CDS	519	fldB		COG0716	Flavodoxin 2
VP145_01343	CDS	1314	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
VP145_01344	CDS	648	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
VP145_01345	CDS	1224	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
VP145_01346	CDS	777				hypothetical protein
VP145_01347	CDS	1434	alsT_1		COG1115	Amino-acid carrier protein AlsT
VP145_01348	CDS	186				hypothetical protein
VP145_01349	CDS	552				hypothetical protein
VP145_01350	CDS	681	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
VP145_01351	CDS	117				hypothetical protein
VP145_01352	CDS	888	nfo	3.1.21.2	COG0648	Endonuclease 4
VP145_01353	CDS	378	grcA		COG3445	Autonomous glycyl radical cofactor
VP145_01354	CDS	1281	thrC	4.2.3.1	COG0498	Threonine synthase
VP145_01355	CDS	957	thrB	2.7.1.39	COG0083	Homoserine kinase
VP145_01356	CDS	2460	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
VP145_01357	CDS	471				hypothetical protein
VP145_01358	CDS	483		4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
VP145_01359	CDS	408				hypothetical protein
VP145_01360	CDS	717	arcA_1		COG0745	Aerobic respiration control protein ArcA
VP145_01361	CDS	465				hypothetical protein
VP145_01362	CDS	2352	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
VP145_01363	CDS	1746	cph2_1			Phytochrome-like protein cph2
VP145_01364	CDS	960				hypothetical protein
VP145_01365	CDS	4554	gltB_1	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
VP145_01366	CDS	1470	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
VP145_01367	CDS	4464	gltB_2	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
VP145_01368	CDS	1413	gltD_3	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
VP145_01369	CDS	429				hypothetical protein
VP145_01370	CDS	696	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
VP145_01371	CDS	954	cobD		COG1270	Cobalamin biosynthesis protein CobD
VP145_01372	CDS	825	btuF		COG0614	Vitamin B12-binding protein
VP145_01373	CDS	621				hypothetical protein
VP145_01374	CDS	861	ampR_2			HTH-type transcriptional activator AmpR
VP145_01375	CDS	780	yfcA_3		COG0730	putative membrane transporter protein YfcA
VP145_01376	CDS	726				hypothetical protein
VP145_01377	CDS	447				hypothetical protein
VP145_01378	CDS	3234	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
VP145_01379	CDS	1140	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
VP145_01380	CDS	810	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
VP145_01381	CDS	399	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
VP145_01382	CDS	2727	secA_1		COG0653	Protein translocase subunit SecA
VP145_01383	CDS	456				hypothetical protein
VP145_01384	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
VP145_01385	CDS	1230	ftsZ		COG0206	Cell division protein FtsZ
VP145_01386	CDS	1263	ftsA		COG0849	Cell division protein FtsA
VP145_01387	CDS	783	ftsQ		COG1589	Cell division protein FtsQ
VP145_01388	CDS	1458	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
VP145_01389	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
VP145_01390	CDS	1197	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
VP145_01391	CDS	1314	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
VP145_01392	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
VP145_01393	CDS	1365	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
VP145_01394	CDS	1482	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
VP145_01395	CDS	1794	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
VP145_01396	CDS	318	ftsL		COG3116	Cell division protein FtsL
VP145_01397	CDS	951	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
VP145_01398	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
VP145_01399	CDS	1812	lpoA		COG3107	Penicillin-binding protein activator LpoA
VP145_01400	CDS	366				hypothetical protein
VP145_01401	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
VP145_01402	CDS	696				hypothetical protein
VP145_01403	CDS	483	sspB		COG2969	Stringent starvation protein B
VP145_01404	CDS	636	sspA_2		COG0625	Stringent starvation protein A
VP145_01405	CDS	738	petC		COG2857	Ammonia monooxygenase gamma subunit
VP145_01406	CDS	1266	petB		COG1290	Cytochrome b
VP145_01407	CDS	591	petA	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
VP145_01408	CDS	393	rpsI		COG0103	30S ribosomal protein S9
VP145_01409	CDS	429	rplM		COG0102	50S ribosomal protein L13
VP145_01410	CDS	1104	zapE		COG1485	Cell division protein ZapE
VP145_01411	CDS	444	yhcB		COG3105	Inner membrane protein YhcB
VP145_01412	CDS	1368	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
VP145_01413	CDS	1065	degS	3.4.21.107	COG0265	Serine endoprotease DegS
VP145_01414	CDS	2286	parC	5.99.1.3	COG0188	DNA topoisomerase 4 subunit A
VP145_01415	CDS	1881	parE	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
VP145_01416	CDS	585				hypothetical protein
VP145_01417	CDS	807	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
VP145_01418	CDS	444				hypothetical protein
VP145_01419	CDS	651	nudF_2	3.6.1.13		ADP-ribose pyrophosphatase
VP145_01420	CDS	1365	tolC_1		COG1538	Outer membrane protein TolC
VP145_01421	CDS	1431	hldE		COG2870	Bifunctional protein HldE
VP145_01422	CDS	2844	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
VP145_01423	CDS	1257	pctB_2		COG0840	Methyl-accepting chemotaxis protein PctB
VP145_01424	CDS	819	kcsA		COG1226	pH-gated potassium channel KcsA
VP145_01425	CDS	1536	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
VP145_01426	CDS	681				hypothetical protein
VP145_01427	CDS	1260	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
VP145_01428	CDS	612				hypothetical protein
VP145_01429	CDS	684	outB			General secretion pathway protein B
VP145_01430	CDS	1626	gspA_1			Putative general secretion pathway protein A
VP145_01431	CDS	1221	cca		COG0617	Multifunctional CCA protein
VP145_01432	CDS	804	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
VP145_01433	CDS	483	folK_1	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
VP145_01434	CDS	360	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
VP145_01435	CDS	612	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
VP145_01436	CDS	816	catD_2	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
VP145_01437	CDS	1062	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
VP145_01438	CDS	216	rpsU		COG0828	30S ribosomal protein S21
VP145_01439	CDS	444	yqeY		COG1610	putative protein YqeY
VP145_01440	CDS	1761	dnaG	2.7.7.-	COG0358	DNA primase
VP145_01441	CDS	1863	rpoD		COG0568	RNA polymerase sigma factor RpoD
VP145_01442	tRNA	76				tRNA-Met(cat)
VP145_01443	CDS	804	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
VP145_01444	CDS	276				hypothetical protein
VP145_01445	CDS	1050				hypothetical protein
VP145_01446	CDS	720				hypothetical protein
VP145_01447	CDS	267				hypothetical protein
VP145_01448	CDS	1749				hypothetical protein
VP145_01449	CDS	1953	mtlA_2		COG2213	PTS system mannitol-specific EIICBA component
VP145_01450	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
VP145_01451	CDS	531	mtlR		COG3722	Mannitol operon repressor
VP145_01452	CDS	660		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
VP145_01453	CDS	1374	cusS	2.7.13.3	COG0642	Sensor kinase CusS
VP145_01454	CDS	693	czcR			Transcriptional activator protein CzcR
VP145_01455	CDS	378				hypothetical protein
VP145_01456	CDS	1833	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
VP145_01457	CDS	762	srlR_2		COG1349	Glucitol operon repressor
VP145_01458	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
VP145_01459	CDS	663				hypothetical protein
VP145_01460	CDS	1881	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
VP145_01461	CDS	495	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
VP145_01462	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
VP145_01463	CDS	1809		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
VP145_01464	CDS	960	leuO_7			HTH-type transcriptional regulator LeuO
VP145_01465	CDS	1047				hypothetical protein
VP145_01466	CDS	549				hypothetical protein
VP145_01467	CDS	798				hypothetical protein
VP145_01468	CDS	1548	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
VP145_01469	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
VP145_01470	CDS	1416	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
VP145_01471	CDS	603	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
VP145_01472	CDS	783				hypothetical protein
VP145_01473	CDS	855	djlA		COG1076	Co-chaperone protein DjlA
VP145_01474	CDS	2346	lptD		COG1452	LPS-assembly protein LptD
VP145_01475	CDS	1284	surA	5.2.1.8	COG0760	Chaperone SurA
VP145_01476	CDS	999	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
VP145_01477	CDS	810	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
VP145_01478	CDS	381	apaG		COG2967	Protein ApaG
VP145_01479	CDS	807	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
VP145_01480	CDS	483	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
VP145_01481	CDS	474				hypothetical protein
VP145_01482	CDS	801	yjjP		COG2966	Inner membrane protein YjjP
VP145_01483	CDS	1170	cgtA	3.6.5.-	COG0536	GTPase Obg/CgtA
VP145_01484	CDS	258	rpmA		COG0211	50S ribosomal protein L27
VP145_01485	CDS	312	rplU		COG0261	50S ribosomal protein L21
VP145_01486	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
VP145_01487	CDS	192				hypothetical protein
VP145_01488	CDS	936	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
VP145_01489	CDS	477	argR			Arginine repressor
VP145_01490	CDS	969				hypothetical protein
VP145_01491	CDS	150				hypothetical protein
VP145_01492	CDS	2580	dctM_3		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
VP145_01493	CDS	438	uspF		COG0589	Universal stress protein F
VP145_01494	CDS	705	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
VP145_01495	CDS	1551	cysW_2		COG4208	Sulfate transport system permease protein CysW
VP145_01496	CDS	993	thiB		COG4143	Thiamine-binding periplasmic protein
VP145_01497	CDS	639	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
